	RM_C	RM_N
pp_122664	2.199777158333333	1.4199098293333334
pp_231043	3.3864023713333333	1.7243524616666666
pp_210207	0.255226933	0.8035638546666666
pp_197213	17.807872906666667	12.449969071
pp_57833	35.70670891666666	21.285530683333334
pp_124296	0.26050336133333335	0.4827495996666667
pp_136539	1.0267899090000001	0.5993885343333334
pp_208800	2.187428685	1.4100315203333333
pp_186773	2.3182916313333335	3.6057551423333334
pp_76172	0.21291289533333335	0.04550419133333333
pp_118916	2.731730886333333	1.4078823303333334
pp_227731	1.2038523713333333	0.7218893643333334
pp_99638	0.27734714033333335	0.511701922
pp_88613	0.12441504333333334	0.31199391466666665
pp_160889	10.021708532666667	17.456834319
pp_140715	6.074201035	8.768221045
pp_148435	0.24892167933333334	0.09985247433333334
pp_81884	1.7641912906666666	2.935033463
pp_115287	13.363602550333333	18.91485046
pp_58018	7.055517948333334	10.372967132666666
pp_234024	3.2975328466666665	8.115826978
pp_215734	2.621905154333333	1.7697723113333335
pp_181502	2.553380304	1.2489888736666666
pp_241316	44.35195242333333	30.374034833333333
pp_107340	2.863856465	4.086274147666667
pp_159940	3.2139792513333334	6.179552623
pp_215243	12.948337293333333	18.53720053
pp_206420	2.2870636843333334	1.3928845213333332
pp_119230	0.817535207	0.3951923093333333
pp_194623	2.0938716223333333	3.029913892666667
pp_100374	0.9957644456666667	2.0898853986666666
pp_79356	9.880371461	14.724680486666667
pp_181156	8.48694902	4.240496427
pp_216239	6.2654752	8.996350247666667
pp_183582	0.23977766633333333	0.11251742566666667
pp_194941	1.4251624386666666	2.2625384923333334
pp_231438	4.033860050666666	6.093854559
pp_128880	3.9025077843333333	5.700772229333333
pp_161781	0.7258158533333333	0.21222559366666666
pp_91887	1.0754474969999999	2.650579843
pp_229151	4.189742448666666	2.158633859
pp_100315	24.13051198666667	15.42443796
pp_170923	9.678381589666667	14.438244593333334
pp_76702	0.018590346666666667	0.0
pp_129820	2.2612911196666667	3.394244923
pp_128790	0.7157218643333333	1.523925592
pp_136626	1.9477479963333335	2.9566779833333334
pp_111246	24.9683965	38.469868336666664
pp_147685	168.3824778	105.17733970666667
pp_210384	56.850408173333335	34.44870082333333
pp_132506	4.339391453666667	2.9658289326666667
pp_85132	1.8065151286666665	1.0111357486666668
pp_227737	1.6285935973333334	0.9986542009999999
pp_115495	0.09759932066666667	0.33578758766666666
pp_165692	14.813647379999999	22.507035486666666
pp_89812	4.2041695956666665	6.039633203666666
pp_224066	0.379092403	0.7450517553333333
pp_236349	6.560371319	10.726807450333334
pp_220884	9.294189807666667	14.386278909333333
pp_154954	3.9439159449999996	5.506902508333333
pp_128545	1.2455104766666667	1.9515785983333334
pp_233680	70.45892732333333	39.96307625
pp_217996	0.0	0.016846499666666667
pp_136641	13.40085507	7.2527462793333335
pp_164109	2.7685978196666667	1.8350150263333334
pp_227704	2.4103681913333332	1.0971418403333335
pp_122141	6.608205207666667	9.334529871333334
pp_68159	0.30669324566666667	0.6629595803333334
pp_112162	2.465911245	3.6768299366666666
pp_211786	3.466050739	5.486596662
pp_97898	0.6746561273333334	1.1991376073333333
pp_137885	2.939035264	4.105609985
pp_95229	1.2114043546666666	1.9251033496666665
pp_152797	8.799625077666667	5.83182048
pp_64211	7.290223209	10.852007235333334
pp_182289	0.12492832733333332	0.503221691
pp_148481	36.40853765	20.318300023666666
pp_96325	27.60825641	50.16491437
pp_95595	4.3623846429999995	6.49912028
pp_128740	11.655553649333333	40.74829805
pp_138813	18.68479865	26.05807169
pp_68486	38.654112606666665	58.773968370000006
pp_194201	0.16850586866666667	0.37104081733333333
pp_143873	12.074079633333334	17.53113052
pp_57826	7.792177493666666	4.816301081
pp_179663	0.13384704566666666	0.31216535533333334
pp_115865	6.785394883333334	4.158359166666667
pp_204199	0.7246788786666667	1.2631746640000001
pp_129338	2.0658327003333334	1.352154086
pp_84905	0.19215698133333334	0.40335408266666667
pp_219377	5.532708912333334	2.6117550103333333
pp_124936	3.289458331666667	4.775709112666666
pp_116842	1.485002845	2.3398388023333334
pp_197096	0.015689328	0.054498608
pp_233904	2.6282928373333334	6.921189566666667
pp_107576	3.8410173353333334	2.601722978
pp_67476	12.110215946666667	7.745677144333333
pp_109567	7.010869657	10.071077630333333
pp_135197	7.009144627666666	10.068883549333334
pp_247851	8.875125932333333	13.000610737666667
pp_109757	2.463041130666667	1.5216081853333332
pp_73543	3.1137294743333332	1.364752805
pp_223438	8.218681689666667	11.67030752
pp_243120	4.59877296	2.617090312666667
pp_202652	101.61544846333332	52.65334047666666
pp_96347	0.8068126103333333	3.072459435333333
pp_143881	68.49861127	49.58235917333333
pp_211948	4.295694793333333	6.296205091
pp_155191	46.97727536	32.25867618
pp_203428	22.265362276666668	12.409293655666666
pp_73412	0.286672533	0.061977926
pp_209605	0.8400712856666667	0.249516975
pp_115883	4.446621448	1.8912029
pp_231811	7.148705914333333	10.388322645999999
pp_234325	0.16081774133333332	0.373241294
pp_72747	3.415542247	5.320718877
pp_152689	2.568657758	4.223709447
pp_118296	9.308994547333333	3.8712448289999997
pp_152805	9.345301221666666	6.198478386333333
pp_83192	1.5924993729999999	8.021913073333334
pp_84841	7.201842387	5.151214109333333
pp_198665	3.5292877393333333	5.351850559666667
pp_153624	0.8537968123333334	1.4764105123333333
pp_159878	20.79584854666667	14.944050593333333
pp_219294	40.7613401	27.6592834
pp_209073	0.30791151233333336	0.14156590133333333
pp_139805	2.2670420846666666	1.164554998
pp_203790	2.8350966573333336	4.120117706333334
pp_174086	3.2921687729999998	4.9022627283333335
pp_67997	0.7616257656666667	1.3163087096666666
pp_135194	4.225743373666667	6.121340123
pp_200145	1.8600905843333333	1.1020177543333334
pp_82089	27.394171633333332	38.60960178333333
pp_229104	7.9182777946666665	4.921989038666667
pp_105436	0.8345888283333334	0.45143447566666667
pp_115387	5.286088057000001	7.912879117
pp_206011	0.133202752	0.276325862
pp_202078	5.391990383666666	8.993990752666667
pp_68797	0.3049168936666667	0.5384387313333333
pp_218043	1.3683903493333334	0.7036179003333334
pp_147733	1.6773620433333334	0.837848752
pp_235647	3.1901153523333337	2.049591421666667
pp_117962	2.2472500606666665	1.3971080143333334
pp_197602	6.739449525333333	4.420553107666667
pp_234260	2.861919754666667	1.7896190043333333
pp_167129	1.5390622193333332	2.3180200083333333
pp_73974	9.268547634	13.481074417666667
pp_140969	12.430412936666666	17.926072236666666
pp_227630	0.45616580333333334	1.157532772
pp_189313	62.07409543	86.74156354666667
pp_196252	1.065241747	1.8068381033333334
pp_84849	7.197306544333333	5.1395532049999995
pp_105428	7.466370112	5.123163382666666
pp_210208	0.28641701933333336	0.9093054346666667
pp_184590	10.074070497333334	36.728070183
pp_211659	6.6564570409999995	10.349967233666668
pp_111041	0.7953187079999999	1.7231106516666668
pp_147684	173.50122163333333	108.61817158000001
pp_86000	101.02432064999999	144.84406602333334
pp_85524	8.807229040666666	2.7003554366666664
pp_89423	20.0938344	30.137695033333333
pp_115331	2.3349087936666666	3.414172680666667
pp_233471	16.775802289999998	11.858313039333334
pp_186957	0.717379532	1.283201762
pp_110518	15.062002326666667	10.305593900666667
pp_138686	28.927042013333335	40.67904269
pp_179699	1.3142429613333333	3.7436712856666667
pp_76572	0.14426576533333332	0.332754467
pp_136991	19.277055183333335	13.909301986666666
pp_202082	14.486372444666667	23.563794916666666
pp_211507	32.90356567	22.918726123333332
pp_108557	4.3096514500000005	6.348466519333334
pp_111303	1.3160495156666667	2.2051417803333333
pp_128871	8.683445076	5.204525272333333
pp_160402	0.560875031	0.24092538066666666
pp_71424	1284.2376146666666	837.9309394333334
pp_182222	3.4998992916666665	5.522528745333333
pp_237819	5.281863048333333	7.4999900083333335
pp_216039	3.033925448333333	1.3463432803333333
pp_109257	27.823964926666665	40.049860163333335
pp_124466	23.914432356666666	35.81061656333333
pp_128728	12.962771559333333	31.482312084
pp_107613	2.4333360626666667	4.364524683
pp_115108	0.11808157666666666	0.2844605
pp_119287	8.307019216666667	12.155297720666667
pp_137612	46.2035796	27.048265193333336
pp_120717	0.060579420333333335	0.17951865933333333
pp_142344	0.6230147063333333	2.8939850286666666
pp_144917	23.77437752	34.55749058
pp_240114	3.4075195066666666	1.728089032
pp_180654	5.130867394666667	3.5377289116666666
pp_236232	49.631458656666666	72.02948596666667
pp_141318	0.448335463	0.8978758746666667
pp_161369	17.196047540000002	24.056885796666666
pp_112467	2.755817587666667	1.7091293886666667
pp_191712	1.2688493846666666	2.11284361
pp_144919	151.22653830000002	223.74407226666668
pp_246531	30.119804963333333	41.51654245
pp_181231	18.945519493333332	11.168024795000001
pp_69297	15.79383466	21.842019563333334
pp_131379	93.40919378333334	61.83263352666667
pp_222800	5.153114614	3.4133825620000002
pp_159134	1.9412653759999998	0.8913795023333333
pp_164742	18.093208086666667	25.483912256666667
pp_183036	0.36495794533333337	0.16689580366666668
pp_109259	35.91228239	51.6352298
pp_104885	0.934444422	0.4411835143333333
pp_205446	7.083047582666667	4.956289124666666
pp_68434	2.3841492856666666	3.4491826796666665
pp_65857	56.065229136666666	36.880735916666666
pp_181757	1.7881657956666666	0.8566765353333333
pp_155879	10.917372521	4.317393430666667
pp_234641	7.158027661666666	4.478193004666666
pp_64662	28.370001053333333	39.56247837666667
pp_136881	3.6746519496666665	2.612674564666667
pp_199578	1.1344055393333334	1.9216012496666668
pp_209439	9.608290850333333	13.901666850333333
pp_83423	8.391666023666666	11.681108971666667
pp_232746	2.6554334903333334	1.8517292583333333
pp_152730	0.019121775666666667	0.10559727433333334
pp_203787	5.708031931333333	3.701693880666667
pp_104728	3.117765462	4.599175905333333
pp_148865	0.4374363703333333	0.184866618
pp_163593	8.004116429333333	2.9538344199999997
pp_147735	0.8882948413333334	0.374801524
pp_243084	3.413232175	1.5024800539999998
pp_214618	0.6705063726666667	1.1953797853333334
pp_193026	5.386107773333333	2.380001272
pp_181059	0.12479149833333333	0.05825329566666666
pp_82200	11.21499338	15.641927636666667
pp_137789	1.0739304713333333	1.677564562
pp_96100	10.528978993666666	5.680553416666666
pp_57429	2.1305873953333334	1.0280784396666667
pp_125685	2.3200520796666666	3.297747463
pp_120273	8.916316307	4.0432414843333335
pp_250144	0.428327777	2.0698462246666667
pp_203595	4.71024619	7.424902204666667
pp_179250	1.2863777606666666	0.641528709
pp_232417	2.719456998	4.135686056
pp_144614	1.1123800523333334	1.7734909079999999
pp_206278	1.0720864906666667	1.896127064
pp_208878	7.838497281	5.406963010666667
pp_85137	1.877636452	1.04926287
pp_117192	3.4120181896666666	1.8257921653333333
pp_234291	2.378625589	1.4494996263333333
pp_98557	4.739838191666666	6.954390377666667
pp_221712	38.84846934666667	54.80931176
pp_178104	3.772860161666667	2.4319685306666665
pp_71407	2.6621799023333335	4.300787151333333
pp_172597	1.2929529256666668	3.3614153576666665
pp_58932	19.601147763333334	28.56364127333333
pp_179113	7.432789599333334	4.489210551666667
pp_194587	2.741822651	4.005595034333333
pp_108569	2.042910082333333	1.1238486153333334
pp_200403	63.43573786333334	41.955995216666665
pp_112638	1.1201293023333334	1.8442077693333334
pp_212068	7.070575458666666	4.401951125
pp_151992	1.428252479	2.5531823516666665
pp_208753	12.062690783333334	17.954803129
pp_76688	0.5453453586666667	0.987092509
pp_188886	14.579248805333334	30.023747656666664
pp_138042	1.5888767006666666	2.6298665436666666
pp_12175	0.045460938	0.008387173333333333
pp_203724	1.2891811816666667	2.172440737666667
pp_188656	2.0483520033333336	1.3439142163333333
pp_107765	28.524412603333335	43.42796886666667
pp_184297	3.7125318223333332	2.6572889193333333
pp_147688	172.85445823333333	108.25899005666666
pp_188216	17.8676595	12.547164089999999
pp_227799	6.358150333	4.234138124
pp_216890	0.44522685933333334	1.004822675
pp_165721	4.686698074333333	3.293568822
pp_123500	7.368936231	11.652501274333334
pp_228398	1.3396948086666667	1.9969956613333333
pp_142517	1.6894160216666667	2.687548733333333
pp_225712	12.052670695	20.400421804666667
pp_97781	3.458516449	1.7909898723333333
pp_35919	11.486731016666667	7.998967549
pp_187142	2.3643167083333334	1.5093128653333334
pp_197376	1.1639409006666668	2.1518814946666667
pp_147689	898.3512950333334	592.8374789
pp_136994	3.672979282	2.163049735
pp_64058	0.12555404166666667	0.27504527900000003
pp_245665	2.3371028236666667	4.276633513666667
pp_68396	7.573299072666666	5.152939677666667
pp_209572	10.558365935666666	14.56038465
pp_79332	0.5922776513333333	0.22974550866666668
pp_169039	8.032913478333333	5.758079227666666
pp_165676	5.177242955666667	2.528851186
pp_78487	9.621370259333334	6.450809031666667
pp_89043	1.8131115663333335	4.3454445003333335
pp_215638	13.519866693333332	8.570488675333333
pp_104583	1.2009585600000001	3.231205286
pp_147419	17.21173292	25.16077538
pp_208250	6.517839361666667	4.008054245666667
pp_68522	1.1130715893333334	2.2393039713333334
pp_158172	4.082133106666667	6.129564232
pp_209447	9.631918000666666	13.994012933666667
pp_135180	4.095506576666667	2.761584570666667
pp_92279	0.8997296106666667	2.016614355666667
pp_115513	3.239232243	5.502570605333333
pp_96206	0.190033958	0.46009530033333335
pp_92352	5.3262200900000005	1.9045057713333335
pp_91884	0.9369810766666666	1.7313629823333332
pp_96029	15.186606493333333	21.71495965
pp_60165	4.059764929	2.495395323
pp_213097	4.155477824666667	6.665525597
pp_145292	3.638463809666667	6.092227130666666
pp_168951	2.0745467106666666	3.6242666513333335
pp_73006	41.05396865666667	28.673587769999997
pp_215715	2.219139681	1.3187106383333334
pp_127135	2.042149378	0.9561651106666667
pp_141488	5.771870681333334	3.9342800743333335
pp_208881	18.309855703333334	12.80697792
pp_166937	3.1922786953333335	4.5292403776666665
pp_88543	0.13294767333333332	0.289231273
pp_214023	2.2152156726666665	3.945897925666667
pp_177388	0.7712127416666666	1.421526988
pp_184034	5.747969189666667	4.08902509
pp_138684	13.729870806666666	18.899728776666667
pp_236079	10.849991720666667	6.744501862333333
pp_73007	48.38266686666667	33.48444506
pp_149958	95.78640595333333	51.98190433333333
pp_57449	6.543640168333334	16.506533337
pp_154804	2.3601743453333333	3.8484505896666668
pp_148649	2.6482048996666667	1.68381416
pp_168721	2.026318004	1.3274946533333334
pp_209493	9.393850592333333	6.101478604333333
pp_95518	9.945027558	5.379372969666667
pp_68133	0.113844042	0.32698555366666665
pp_225135	3.9964099463333334	5.749177612333334
pp_126707	1.7089191860000001	0.8418290513333333
pp_147683	173.85218666666665	109.22572474333333
pp_196649	1.8535661056666666	1.0150228026666666
pp_151121	5.081206348666667	7.498409446666667
pp_68840	1.5143907923333333	0.7948729726666667
pp_85375	0.906329795	1.7125773930000001
pp_228036	3.391718955666667	12.850197614
pp_215258	2.114652637333333	3.279794638333333
pp_168729	1.704514788	1.072479357
pp_178457	76.6556993	39.56623387333333
pp_78484	35.21393743666667	23.73489831
pp_213123	0.9405908903333333	1.511348094
pp_194411	5.310475274666667	3.2314071386666665
pp_122438	1.4030856453333334	0.6873906443333333
pp_155655	8.119010819666666	5.657565391333334
pp_215650	27.498703426666665	16.71161838733333
pp_166843	2.021566065	1.0200098976666667
pp_202342	3.320717166333333	1.6156828566666666
pp_9743	2.0767078286666667	2.99650045
pp_171425	0.765365468	1.248477792
pp_112070	0.22081086433333333	0.49383043299999996
pp_189180	2.082987982	3.0901602836666666
pp_233856	1.109869119	0.6212613023333333
pp_234632	1.496688462	4.877036238666667
pp_128553	1.4913038520000002	3.723670733666667
pp_84904	0.18980284333333333	0.421373011
pp_214135	1.560131475	2.8456850216666667
pp_72456	1.509135653	2.621864446
pp_89305	5.294783906	8.293177044
pp_173291	2.578496717333333	6.435224016333334
pp_144631	6.133502788666666	4.435367347333333
pp_152128	0.330736266	0.76574017
pp_184098	1.7844253916666666	2.5969612976666667
pp_153165	3.1041306423333332	4.477038626333334
pp_196836	10.903844465333334	15.131081606666667
pp_85529	10.294895852	4.801216412333334
pp_150516	57.62793333666667	29.059334653666667
pp_215785	11.929163404	8.063028418
pp_178057	1.3462369969999999	2.227107855333333
pp_119199	41.788515993333334	26.265316886666668
pp_3725	2.9316610983333335	4.506309490333333
pp_136788	16.363283443333334	11.487380849000001
pp_91891	19.463217153333332	31.893388146666666
pp_212215	27.649022552666665	81.17815643066668
pp_146386	0.4271818216666667	1.7476409133333333
pp_56902	43.15585375333333	60.469860966666666
pp_136798	21.896613053333333	32.148082716666664
pp_153589	2.049025194	1.2546704473333334
pp_203436	21.53753862	12.597914366666666
pp_95765	16.919058494	9.721140528333333
pp_209181	5.925993518333333	3.5901598323333332
pp_197384	1.3863641956666666	2.665504185
pp_168781	2.2712753716666665	0.9736219273333333
pp_204055	2.3212605120000003	1.1078468353333333
pp_6002	20.852118993333335	13.954665376
pp_147692	849.3215945000001	563.1001627333334
pp_130834	9.451407032666667	17.326646769666667
pp_61855	28.452037776666668	40.04385014333333
pp_145039	3.7660248656666666	5.496630379
pp_91773	0.06516631866666667	0.15914589333333334
pp_211718	2.8521018656666666	1.8221666946666666
pp_72264	7.518704707333333	10.453469753
pp_172374	4.851858589666667	6.899510313666666
pp_68908	0.1504778546666667	0.3283685353333333
pp_95956	3.221867571333333	4.97935299
pp_206281	0.452912294	0.8503423606666667
pp_227779	1.7319754893333335	2.638223773
pp_135150	35.60721481666667	24.793523523333334
pp_148116	252.54935496666667	169.47216939999998
pp_203700	1.8309693386666668	1.14017195
pp_89705	2.800029337666667	1.1707266729999999
pp_100377	1.0242521503333333	2.0765470699999997
pp_225370	11.76768732	8.230913196
pp_126869	2.7263160733333334	3.9053729063333336
pp_212248	99.20054648	146.06988669666669
pp_236143	7.734457214333333	5.501091711
pp_118088	9.762209882333334	6.671475993
pp_118087	12.567220703333334	8.549590236666667
pp_73114	47.49230233666667	30.72586387
pp_233830	7.885197757333334	5.682092480666667
pp_141905	4.0476334886666665	2.573269873
pp_201013	57.62275151	79.19447723666667
pp_201864	2.4195616876666666	1.493455429
pp_117917	4.36979928	3.1287293023333334
pp_70173	14.20195386	10.095800672
pp_68798	0.2598687003333333	0.6155105443333333
pp_137324	28.227541356666666	19.651502623333336
pp_161637	1.9151205873333332	0.8994209473333333
pp_219472	6.639582960666667	3.1556106733333333
pp_85608	47.29974019	80.32585710000001
pp_212093	2.8762840916666668	1.2726773153333333
pp_117807	0.071068461	0.19098112366666667
pp_201012	57.92452011666666	79.42785129666666
pp_204234	3.300087763666667	2.1412311383333336
pp_228727	5.794431377666667	3.836727054333333
pp_155334	3.1922502326666664	1.9136951463333334
pp_98019	1.0188164843333334	0.34068772033333333
pp_120228	2.203779565	1.085775628
pp_235273	2.091833251333333	1.0456644886666666
pp_79605	2.686200764666667	3.9095393436666668
pp_126899	54.064094940000004	74.81686397333334
pp_89102	0.180880998	1.1196876546666668
pp_56757	0.43557693766666666	1.2005893813333333
pp_227701	2.552229198	1.1008123369999998
pp_223242	0.6803179576666667	1.3076149049999999
pp_245416	0.5779913306666666	1.1231179933333333
pp_89198	33.142475850000004	48.73681185666667
pp_215810	2.371327129	1.4689193826666667
pp_202343	1.9913111886666666	0.9599769676666667
pp_111757	3.9755516703333336	2.7269474876666666
pp_237142	1.1943529910000001	1.95163851
pp_168619	8.883886582	12.67604437
pp_201577	7.664414501666667	11.428340981000002
pp_187193	3.4338678826666666	5.238711504333334
pp_56481	1.9726563403333333	3.5952342756666664
pp_153252	6.030977273666666	3.465413046666667
pp_226487	3.7770542823333333	2.4405571413333336
pp_89431	8.400464752333333	13.803442709333334
pp_142583	2.351779898	1.466526297
pp_223379	2.7304705106666667	1.711561149
pp_141338	0.496684409	0.159512677
pp_215559	101.42436802333334	143.49011148666668
pp_196627	39.51534941333333	27.107039766666666
pp_222581	2.062061641666667	1.3309667103333334
pp_121580	7.013402949333333	4.507821778
pp_141333	5.040377562333333	7.9436682990000005
pp_118353	71.7096378	107.39941821666667
pp_147639	4.1172669006666665	2.823120509
pp_136367	10.904650854	7.329811915666666
pp_236058	71.67781599	174.07416037866668
pp_136875	3.4141458956666666	1.3185003493333334
pp_202265	44.57017043333333	31.443545406666665
pp_177998	13.179833278333334	8.578827178666666
pp_183957	1.5086794946666666	2.7704553216666667
pp_150749	1.367776726	2.6862888283333333
pp_203179	3.268265106	8.823645072
pp_220331	5.753020537333333	19.029703506666667
pp_89099	0.32573306066666663	0.7838400276666667
pp_251539	5.958722185666667	9.011560927333335
pp_234593	113.67627744	61.61487733333333
pp_94231	2.1851901049999998	1.3116642006666666
pp_130928	1.5208841823333334	2.1797639753333335
pp_116001	5.202616003666667	3.394527907666667
pp_91893	8.469468874	14.116842439333332
pp_108520	0.058501633	0.13439321466666668
pp_219163	0.974981423	2.4104359706666667
pp_205915	3.4502612893333335	5.045352647333333
pp_211949	3.798985049	5.361978746
pp_218767	1.259298263	1.9343293746666668
pp_87467	1.205471308	1.8015384710000002
pp_222801	3.6225838873333336	2.373168219666667
pp_211764	2.3095138053333333	3.667733128666667
pp_203783	5.371904115	3.4329736226666667
pp_178196	2.4799554313333334	1.54755135
pp_137708	27.543029296666667	38.75803833
pp_88744	25.007731153333335	36.57326022
pp_227698	2.5297511150000003	1.2973578786666666
pp_119200	103.95771504666666	67.06797987333333
pp_206311	4.059121337333333	5.627648029333333
pp_209495	4.634627738	2.88798743
pp_215356	4.286662074	2.933843331
pp_154549	4.814192457666667	1.3929084613333333
pp_169786	5.437019144	8.223809816666666
pp_119170	21.94923079	32.39567884
pp_236312	0.7559421623333333	0.2539269826666667
pp_62730	1.1274011226666667	1.780885959
pp_119553	62.39687394333333	87.96143725666667
pp_112397	2.181560139666667	1.3154308886666666
pp_246296	389.9731688333333	144.27658503
pp_234587	9.062142377999999	13.637758503333334
pp_214143	40.09062281333333	58.84656082
pp_179935	41.66128087333333	21.703987197333333
pp_116785	5.7825636283333335	0.9455594559999999
pp_179416	3.0113224263333334	2.0695191186666664
pp_208936	11.215371458	21.00679625
pp_165978	0.13713033933333332	0.033284158333333334
pp_82249	11.957906436666667	8.665005201333333
pp_240133	0.016512559666666666	0.0
pp_205804	69.80376165	46.95799433333333
pp_75375	11.191072574666666	6.7778966
pp_102835	0.19126073633333332	0.041274528
pp_66443	2.4805771316666667	1.5887447083333335
pp_76281	5.139855379	7.3590584539999995
pp_137728	16.04168766	22.736830346666668
pp_110746	27.362503399999998	19.075189586666667
pp_148426	2.6081923876666666	1.240352186
pp_85017	1.6247083033333334	0.8964687933333333
pp_112193	0.20153411499999999	0.06624366566666666
pp_246371	6.720801183	4.632736742333333
pp_73097	3.2523486606666667	4.705623692
pp_234387	0.699743861	1.2151996906666667
pp_73115	53.83558515	34.90414765333333
pp_58033	237.05360553333333	147.2791903
pp_72438	0.6853948613333334	1.131721739
pp_246773	1.0177211666666668	1.8017997213333334
pp_215576	30.089725456666667	72.11580508499999
pp_119817	84.54409623000001	59.57379133333333
pp_228471	4.560076693333333	2.9730585163333334
pp_86968	0.21011848666666666	0.431380379
pp_66666	0.544542279	1.1049546456666668
pp_203867	3.5804004236666667	2.3388227466666667
pp_238754	2.848343382	4.222417211333333
pp_66416	3.512197193	5.852682836333333
pp_196762	12.781456865333332	21.285810844
pp_142673	26.071989993333332	38.34093147666667
pp_127205	3.817286568	0.9132432683333334
pp_209514	10.681464416666667	16.238732814666665
pp_127679	0.5356571576666667	1.0647716783333334
pp_205817	17.607329456666665	9.664266778
pp_72852	2.462653052333333	3.7846517336666667
pp_225041	3.2626627606666667	1.6489429763333334
pp_206006	1.107672028	2.1439189990000003
pp_223327	6.946954297666666	4.433227038333333
pp_179026	12.735626	9.058432890333334
pp_166155	2.8084437353333334	4.295749259333333
pp_212768	6.307448369666666	4.3281587980000005
pp_68969	0.3718232753333333	0.16563320233333334
pp_245878	11.576931656666666	16.955670721666667
pp_219123	1.851116062	0.500489009
pp_153433	0.025476514	0.071363127
pp_203028	1.7905617753333334	1.0309101983333333
pp_89568	1.9824048286666667	3.2795571243333335
pp_149937	2.4632073086666666	3.5475589783333334
pp_214345	1.3441954826666667	2.051256883333333
pp_211940	1.7667361736666667	0.8532462866666667
pp_74980	11.292125443666666	6.264875578
pp_135578	30.06911695	21.97751589
pp_129978	0.14916843066666668	0.062182346666666666
pp_135211	3.022451763333333	4.235310599
pp_196467	2.6254726416666667	5.297439360666667
pp_147895	11.949976774	17.19473085
pp_188592	15.881401736666666	23.369413963333333
pp_65729	0.5834267463333334	0.27873379466666665
pp_97611	2.3857634736666666	1.60177929
pp_68288	29.160648896666668	19.64109893
pp_202560	4.7505681803333335	3.4280553576666666
pp_142057	3.8468675026666665	2.6606798216666667
pp_155134	42.35194457	27.670301693333332
pp_230116	0.550896582	0.954163059
pp_145614	0.8097091143333334	1.853942196
pp_95920	13.826712683333334	19.571054323333335
pp_73212	0.8207414736666667	1.4033459456666666
pp_56724	9.949973270000001	14.392194801
pp_92479	3.6879683273333335	2.6061600453333336
pp_140053	5.777493162333334	10.449863374
pp_143820	0.6924104823333334	1.177475392
pp_208856	0.23124460100000002	0.5460261653333334
pp_86517	0.07050612766666667	0.20519717533333334
pp_73860	0.2830022813333333	0.045997185999999995
pp_96550	0.36988031033333335	0.11702964366666667
pp_195890	5.157892356666666	7.44058525
pp_249789	0.8004849636666667	1.973802609
pp_206476	2.9992187143333338	4.427193597
pp_179337	0.5226392893333334	1.0820088493333333
pp_61658	156.3433594	219.72832150000002
pp_218044	1.248659617	0.6233745673333333
pp_233963	3.6264920590000003	6.094508914333334
pp_167073	15.075163213333333	21.781816906666666
pp_223124	10.421432630666667	7.394150083333334
pp_128879	5.669957267	8.289947396333334
pp_73858	0.4155607396666667	0.06716954033333333
pp_88522	0.51651411	0.9399288753333334
pp_45526	0.36768541066666666	0.7347376433333334
pp_201084	60.545193106666666	83.43774585
pp_228099	6.907981131666666	4.214962164666667
pp_247114	5.132687661333333	3.539367351666667
pp_246291	394.23386146666667	146.2741616
pp_175260	2.570806802	3.8368327316666666
pp_135006	58.229644826666664	40.34778248
pp_215993	53.73582995333333	34.05619824666667
pp_66343	3.316979471	1.6717146206666667
pp_215988	49.52434755	31.321969756666665
pp_157815	251.74275553333334	353.762074
pp_129897	6.569470747333334	4.764222685
pp_201082	21.89279557	30.19821337333333
pp_163919	2.2880239463333334	1.280860053
pp_132260	5.319626678666666	3.736610392333333
pp_119510	6.882594869333333	3.345362396
pp_215255	0.9433156636666666	1.4608205943333332
pp_77652	7.157366393	4.328901496
pp_135013	0.8153487863333333	0.2678124023333333
pp_233900	0.6397800873333334	2.2469370876666668
pp_188595	10.66023435	15.454021446333334
pp_130009	2.006876916	3.253463400333333
pp_87059	5.476371692	3.536700976666667
pp_157884	43.51358154	30.555883663333336
pp_164282	6.564121909	3.704925606
pp_228287	7.704888943666667	5.438945440333334
pp_153620	1.2667866146666666	1.8836935326666668
pp_119819	20.96035144	14.674461853333334
pp_128282	2.686635651	1.5041543813333333
pp_129785	2.8093260833333336	4.330197131666667
pp_217520	0.8288358396666666	1.7225849113333334
pp_79389	2.893357979	2.0001942556666665
pp_98418	1.3403541196666666	0.867393357
pp_118108	0.8316506333333333	1.4592242126666666
pp_149956	6.6122709613333335	3.5624757516666667
pp_119818	82.61720612333333	57.74462867333333
pp_110673	11.315092830333333	8.157109095666668
pp_74785	8.298511871333334	4.712574299
pp_201077	4.156777534	2.8867248893333333
pp_204017	1.6455640716666666	0.33032849166666667
pp_109256	27.252041013333333	38.92886156
pp_205196	40.583715553333334	55.78195368666667
pp_165508	4.675816440666667	3.3506499003333334
pp_188790	4.3748757650000005	7.01153741
pp_106032	3.750002931	2.5607943066666667
pp_144757	2.587997703666667	4.254660468666667
pp_84960	0.5268763886666666	0.977722442
pp_179485	8.328536536666666	13.220990368
pp_196355	26.08890358	18.94677471
pp_104431	1.0804007666666666	1.6831048046666666
pp_115109	0.24112650733333332	0.5274300886666666
pp_228959	16.572202493333332	9.087433717666666
pp_96131	80.67863804333334	55.70319086666667
