	RC_C	RC_N
pp_59984	0.8894819583333333	3.4105917493333333
pp_119528	0.8332235916666667	0.19528506033333334
pp_64574	0.8537306966666667	0.06556419566666667
pp_60493	0.011536829333333333	15.422707933333333
pp_84863	0.37168038966666667	3.4441662773333332
pp_85012	1.264230431	0.297923994
pp_76699	0.471549688	2.7323848573333334
pp_214071	0.7831640913333333	4.94470333
pp_234088	1.293153201	0.03717293666666666
pp_59982	0.38706940733333334	1.9781879806666667
pp_106190	0.720393051	0.108932086
pp_212229	5.59695341	0.076576323
pp_111665	0.48644424466666664	0.08905225533333333
pp_234634	0.16706779566666666	0.009051927666666666
pp_223096	1.5303750493333332	0.48119299633333334
pp_64298	0.35773422	0.021655806
pp_227467	5.0478450163333335	1.4916540213333334
pp_205932	0.09105189899999999	0.0
pp_217051	2.306616034	0.23423397299999998
pp_227737	0.561699477	0.17546150833333332
pp_206251	0.121702915	0.0
pp_236156	0.083139986	0.0
pp_195722	0.273053459	3.7576054346666665
pp_106191	0.464097706	0.08196931433333333
pp_125237	4.328690273333334	13.000677020666666
pp_100818	0.176547275	0.0
pp_85521	7.103851089666667	1.8897113623333333
pp_57445	0.12198283633333333	1.3839704483333333
pp_227463	4.903685586333333	1.583183662
pp_66244	0.05218693466666667	0.0
pp_247191	0.20714799366666667	0.019339331333333334
pp_211619	0.2507854013333333	0.02893175833333333
pp_196206	0.014529150666666666	4.6225261773333335
pp_125269	1.0738801913333333	0.03496344766666667
pp_222715	0.17776216766666667	0.010827903
pp_94621	3.0790723509999998	0.46600916766666667
pp_214530	0.08197269700000001	0.0
pp_179856	2.156223716	0.653203277
pp_222566	0.5371933506666666	0.16404561433333334
pp_181094	1.0807840126666666	6.581117235
pp_58061	0.07794047333333334	0.0
pp_201859	0.134279647	0.008511428333333333
pp_170646	1.9930151783333334	0.0
pp_161384	1.413415408	0.24498125033333332
pp_208863	5.531997956333334	30.708110213333335
pp_217045	3.656717614333333	0.3469794726666667
pp_94635	27.60322936933333	4.954878977333333
pp_61899	0.675815994	0.036362187666666664
pp_128649	0.34848436466666666	1.8307582400000002
pp_195335	0.024753527333333334	0.4488723803333333
pp_235171	3.096691118	1.1252417803333334
pp_250333	0.924878259	0.245928903
pp_196556	1.0015870866666667	0.10779480899999999
pp_178011	11.5539897	4.909385321666667
pp_249280	0.23159610966666666	2.1515290616666665
pp_181284	2.674469487666667	0.5031280096666666
pp_136601	0.3708134673333333	0.02359504533333333
pp_204976	1.404021258	0.05756352
pp_71222	4.937940732333334	0.7396334906666666
pp_108261	0.156400898	0.0
pp_148067	0.11519060833333333	1.9029808756666668
pp_199348	0.10554115833333334	0.0
pp_249281	0.17097731066666666	1.5991294186666667
pp_209097	15.772364855	59.252422126666666
pp_149459	0.6154543193333334	0.07025342366666666
pp_189112	0.24767808433333333	0.017022856333333333
pp_136495	3.294197394	0.019879830666666667
pp_58117	0.167137855	0.0
pp_235796	0.10253409433333333	0.0
pp_153522	0.198032896	0.008511428333333333
pp_239207	12.123471184000001	0.13694610933333334
pp_236577	0.32171607199999996	0.060660996333333335
pp_205658	0.10784625066666667	0.0
pp_177817	11.713975169666666	2.1134222003333334
pp_203718	1.0015066213333332	0.14135630066666666
pp_150741	0.0	1.665180595
pp_198953	5.7998413866666665	16.799832516666665
pp_203624	1.2049410883333334	0.10238964433333334
pp_172985	1.3735463476666667	0.21661112233333332
pp_212230	1.8665128083333333	0.016241854666666666
pp_168473	0.3063223506666667	0.004255714
pp_178179	1.3631372833333333	4.025356048666667
pp_57444	0.12178269766666668	6.918096443333333
pp_58121	0.15380114166666667	0.0
pp_154551	0.6080921846666667	0.06947242166666667
pp_233816	0.28415783233333336	0.03256973466666666
pp_232323	1.200928099	0.16339812866666667
pp_164249	0.5832987663333333	0.025023532333333334
pp_179860	1.6346017703333333	0.473266513
pp_117999	0.07522807333333334	0.0
pp_96300	0.11475815233333334	0.010827903
pp_155818	0.9189516263333334	0.125414443
pp_72732	5.197257361	12.683788174
pp_58007	30.977404486666664	172.49325105333332
pp_71218	5.605564235	0.8947606933333333
pp_78580	0.4287520443333333	2.6240203233333332
pp_74835	0.10138154833333334	0.0
pp_202516	1.2436941826666665	0.244731961
pp_64761	0.0	13.421185829999999
pp_203717	1.3376291353333332	0.23864973433333334
pp_195979	1.1952454913333335	0.13052839766666666
pp_139983	0.8470581423333333	0.08936999633333333
pp_239934	0.3639310763333333	0.0054139516666666665
pp_131732	0.5706737473333333	0.128185392
pp_57907	0.337395417	0.010827903
pp_211182	0.009584410333333333	3.2460971483333334
pp_155828	0.5215347923333333	0.04088815133333333
pp_234156	2.4575425176666665	0.6638800899999999
pp_93585	0.13002213533333334	0.0
pp_139980	0.6160366173333333	0.07891932866666666
pp_68212	0.09226211366666667	0.9550114903333333
pp_199347	0.7659771486666667	0.07407562366666666
pp_80824	1.35495985	4.871336464333334
pp_118218	1.1993119546666666	6.967684317
pp_96452	1.6429903666666665	4.406930825666667
pp_114578	0.18933888766666668	0.009051927666666666
pp_195117	0.29355988066666666	1.2667307346666665
pp_208861	6.211809936666667	30.816113936666667
pp_178102	1.7108573293333333	0.44879548300000005
pp_42381	0.215444759	2.3788328636666667
pp_130500	2.6958616343333333	0.516691544
pp_118265	2.545974712	0.619853233
pp_215533	0.0	11.499209816666667
pp_120718	8.757651706333334	1.1921418343333334
pp_100821	0.0	1.0998092076666668
pp_129474	0.16180290133333333	3.765679134
pp_85246	2.024275219333333	0.22491179566666666
pp_57424	0.19524374833333333	0.015083617
pp_100365	3.8617926466666668	1.0388181710000002
pp_78962	2.5124179213333333	11.011102365333333
pp_86386	0.5355312593333333	3.0936170363333333
pp_135420	0.7265151446666667	0.130047393
pp_197124	5.1822467586666665	19.760038826
pp_120225	0.159145818	0.008511428333333333
pp_198183	0.4002385016666667	0.047383101999999996
pp_215712	1.1862596993333334	0.08064781266666667
pp_186832	0.15743342933333332	0.0
pp_228065	0.46161997499999996	2.319487151333333
pp_137256	0.444954034	0.07631486033333333
pp_225100	0.5705168763333334	0.13067391733333333
pp_209424	1.849615716	3.9292695023333333
pp_179007	0.7657022726666667	6.620283065333333
pp_60679	1.526226161	0.3657926613333333
pp_227702	1.0642230026666666	0.18688940466666668
pp_181093	0.161915545	1.3977818973333334
pp_198903	2.6808400073333334	0.32512726833333333
pp_199414	0.11107860233333333	0.0
pp_176209	0.46287578333333335	0.051068569333333334
pp_236177	11.933502769	1.2393922823333332
pp_95669	0.763049893	3.2355365316666664
pp_159974	14.632044626666667	1.9867507356666665
pp_200147	0.21123017333333333	1.3884295056666667
pp_246422	0.089604689	0.0
pp_105313	1.970495962	4.426797323333333
pp_76183	2.0609850483333334	0.5413224506666667
pp_68800	0.999056732	0.3450191023333333
pp_211828	0.8168432353333333	3.8498003753333334
pp_147389	0.23879096733333333	0.05341479133333333
pp_203623	0.659151039	0.176889995
pp_189106	1.0439167196666665	0.19404636833333333
pp_145398	0.07221329666666668	0.0
pp_206300	4.673194066333334	0.8342077163333333
pp_228063	0.9934666643333333	7.15364914
pp_98019	0.32622566233333333	0.021655806
pp_176210	0.4990209763333333	0.06809142566666666
pp_244923	0.009584410333333333	3.8556769833333333
pp_227472	6.939502113333333	2.5038623086666667
pp_58113	0.17608967	0.0
pp_85069	1.7792733873333333	0.4554359533333333
pp_246416	0.07574802466666666	0.0
pp_162850	1.3588117226666667	5.800949611666667
pp_194523	1.2104856526666667	10.625780545000001
pp_111668	0.6183239323333334	0.14105952
pp_135014	0.17538432233333334	0.010827903
pp_72603	2.601277596666667	6.840638647
pp_227470	7.2898192239999995	2.481216928333333
pp_194097	1.9915112456666666	9.081166218
pp_227699	0.9222211756666666	0.16105512333333333
pp_202316	7.547489146333334	23.720010647
