	RC_C	RC_N
pp_148384	1.0309692463333333	2.0215421516666665
pp_163612	4.127821837	2.0369653236666667
pp_68975	0.490053394	1.0367614426666667
pp_124754	38.82801893333333	58.19776037
pp_160448	34.05587047	43.00082884666667
pp_37785	5.039626969666667	6.374069806666666
pp_77986	4.679935536666667	6.366521296
pp_159114	1.4289820446666666	2.483605467333333
pp_189063	19.834004683333333	15.371890496666667
pp_72210	8.501948376666666	10.610161946666667
pp_241871	3.8986170646666665	5.110986688
pp_220828	11.199689388	7.746165572333333
pp_191769	1.8182831993333333	1.3828851993333333
pp_194582	8.400177324	10.839942442333333
pp_149936	3.580939512	4.563757960666667
pp_121115	1.8040600786666667	1.3589758003333334
pp_74872	1.4448042273333332	1.8941122546666667
pp_100570	1.5032403003333334	2.09787021
pp_89818	2.475465408	1.5242151400000001
pp_234792	346.1920561333333	265.5489392
pp_60137	2.695380852	2.1324562516666665
pp_249538	2.1813312186666667	1.3278423063333333
pp_186336	1.736352036	1.2198732633333333
pp_57538	12.404720463333334	7.641145793000001
pp_94678	116.73476746666667	146.38163260000002
pp_93882	2.210304035	2.9721130663333333
pp_135033	1.2830016929999999	1.7943039356666666
pp_237874	5.076578446	6.417858740333333
pp_234212	0.47008002266666665	0.2902322723333333
pp_117814	17.937921986333333	8.880905131333334
pp_119427	0.40498344433333333	0.6729999576666666
pp_120640	1.8847290606666667	1.3034465026666666
pp_145743	0.7124475936666667	0.48293043766666666
pp_235689	2.5174101236666666	3.1919463953333334
pp_179548	0.8617096596666667	0.6240374493333333
pp_223107	19.63634568666667	24.38038485
pp_243687	11.035399399666666	8.602787824666667
pp_138204	11.844840883333333	15.155211513333333
pp_88554	1.1953292936666666	0.6491559643333333
pp_168773	5.561018518	7.281600859
pp_149833	3.016220922	3.9457618500000002
pp_110455	1.861411036	1.280795723
pp_135312	2.015638931	1.3341665806666667
pp_186311	14.56919774	11.617460557000001
pp_147681	107.64949066333334	77.8254567
pp_117110	0.9319829536666666	1.4556812430000001
pp_154437	0.6283575516666666	1.1239402063333332
pp_197464	0.9225372696666667	0.6072616989999999
pp_66393	0.6265194199999999	1.0363173013333333
pp_205825	6.503687513	8.673525345333333
pp_115808	115.30308086666666	86.87511902
pp_137327	12.58940204	16.73654312
pp_106845	19.089813616666667	24.64930294
pp_89704	1.2149061053333332	0.711551015
pp_173541	5.609844388	7.366067359333333
pp_238565	1.5162354286666666	1.05655576
pp_215213	1.5615798379999999	2.209249933333333
pp_126879	2.4396480426666667	3.190158246
pp_192289	386.59259726666664	281.48534846666666
pp_209661	1.278734117	1.8158725123333332
pp_56914	16.1634959	21.85100972
pp_56562	1.1222681536666668	1.8599627726666668
pp_168781	0.7066580703333333	0.389889331
pp_199925	2.0892480903333333	2.8779782653333332
pp_163584	1.2402144553333332	0.876577075
pp_155191	32.70342807666667	25.359671013333333
pp_119694	1.2660477763333333	0.9060074116666667
pp_99105	9.795042408666665	12.50444884
pp_200014	10.682292063666667	8.435893046
pp_73115	32.47073964	24.084500443333333
pp_247205	1.255087517	2.048301104
pp_169269	0.7746292810000001	0.5077964476666667
pp_96360	2.216883366	3.0066906623333334
pp_174654	21.04920379	27.971230663333333
pp_61767	33.23834060666667	23.30447868
pp_15879	0.8751908533333334	0.5300432900000001
pp_252180	8.340001060666665	6.057268699333333
pp_168586	0.990776011	1.7498727906666667
pp_204145	1.06267956	0.75921637
pp_56315	1.865628933	1.2437331593333334
pp_141838	3.773177588333333	4.734953763333333
pp_162724	6.075798345333333	7.625589373666666
pp_189355	4.946933159666667	3.3371765926666663
pp_181154	4.4626160666666665	7.702732538999999
pp_74870	4.685780809	3.6135292960000003
pp_234440	4.217733013	5.354408629333333
pp_100873	10.449106804333333	8.326358431666666
pp_233461	2.4565891756666667	1.825714058
pp_192000	0.096109283	0.04622486433333333
pp_155203	35.20641683	50.053703569999996
pp_66356	0.40733579933333336	0.27262142500000003
pp_117031	4.764757350666667	7.708834989666667
pp_84986	2.3573598696666664	3.248452581
pp_145476	5.555768772666667	4.4367899589999995
pp_107095	1.9018680319999999	3.223221159
pp_217029	1.1641009993333333	0.814231699
pp_195689	21.787063066333335	38.670194923333334
pp_117831	1.2266169	1.7370192816666667
pp_61652	5.744814440333333	4.258667012
pp_168827	4.835900666666666	7.2731878986666665
pp_75315	5.781672487333333	7.737878728666667
pp_203926	8.253305094	11.358216807666667
pp_214945	0.080307571	0.033264711
pp_159004	1.1498799536666666	0.7007349443333334
pp_76315	15.949834261333333	8.975737721666667
pp_96912	9.091916778333333	6.899489957666667
pp_218378	8.523848425333334	10.576035098666667
pp_237297	352.95357106666665	253.49642363333334
pp_130931	1.9336005106666667	2.522263456
pp_203052	1.2499815693333334	0.82299902
pp_224612	4.709067982333334	3.283920699
pp_209427	2.7951565853333333	3.629878487
pp_148166	8.297268442	10.358309544333334
pp_211693	14.54529212	19.42786821
pp_137305	1.0100759876666667	2.7860637546666664
pp_194378	3.124197936	2.2837467263333333
pp_161466	2.8302427966666666	2.1459149833333333
pp_57744	1.4164233413333334	3.2799506796666664
pp_170304	1.894874615	3.02102015
pp_239047	6.129651733	7.680886614666667
pp_206304	0.27351409866666665	0.5226571353333334
pp_177793	0.8752733033333333	1.4749435069999999
pp_104927	9.186487144333334	5.363790688
pp_173013	0.10138154833333334	0.04719009066666666
pp_118226	3.9868971749999997	3.0351672546666664
pp_206054	64.57092943666666	95.74452238666667
pp_236131	17.398805341	9.213970480666667
pp_228946	34.87498955	45.348263636666665
pp_129581	7.726400876666666	10.231292554333333
pp_59545	3.1366660183333335	4.158268178
pp_246446	6.470680514	8.328815261333332
pp_209043	10.188604309666667	12.82217485
pp_173086	14.012346295333334	10.698089335
pp_236146	1.6735337590000001	1.194193459
pp_192288	386.95945183333333	282.74273013333334
pp_203228	1.9779036003333332	1.0139921863333334
pp_175705	1.274714284	0.857650297
pp_68849	3.2503394736666666	2.199888188666667
pp_76275	1.6493296676666667	2.1475841436666667
pp_191234	0.4343169886666667	0.24549538966666667
pp_25159	4.120340054333334	5.346063331
pp_205114	1.3332388766666667	0.953562735
pp_215122	2.4945436340000002	3.5551825913333333
pp_99563	0.7054683263333333	1.1296397976666668
pp_152751	2.4149333563333335	3.482013517
pp_196938	4.835982485333333	6.499521122333333
pp_98557	4.431707082	5.755178287333333
pp_68205	5.656198982	3.002540955
pp_203553	137.9265613	109.04736206999999
pp_206090	3.4104801676666665	4.583714858666667
pp_179715	3.0090693833333333	4.263480979333333
pp_142532	5.316089845	7.764355462
pp_181480	0.35304929766666665	0.749853134
pp_108648	17.21320636	13.788655703333333
pp_167087	4.674511761333333	6.603954268333334
pp_39386	46.43135847333333	62.24155322666667
pp_142019	12.792243172333334	20.94453405033333
pp_157945	0.749435585	1.2155655213333334
pp_226725	3.413368241	2.6728177256666665
pp_199223	5.560404525	4.289396228
pp_118526	1.2280202243333334	1.64162012
pp_94589	15.530465036666667	19.583947393333332
pp_158318	1.4967213053333335	1.9789150586666666
pp_137371	1.9005904513333334	1.4624200833333334
pp_184711	4.703511092	2.9394221596666665
pp_117093	6.129678891666667	7.747977262
pp_211086	26.00358736	33.537834733333334
pp_122139	1.697247042	2.1574743843333333
pp_69813	1.0389538863333334	0.7168047486666667
pp_94098	832.4552086333333	608.6309283
pp_178686	6.080728458666667	4.291200225
pp_95330	11.653495690333333	8.991152356333332
pp_137349	85.95278685	59.626358206666666
pp_105103	2.189573692	1.5429272546666668
pp_236941	47.621185583333336	36.66948159666667
pp_194298	11.472594998666667	14.7329781
pp_165877	2.1952230963333332	1.531190754
pp_95537	0.8818882146666667	0.5048323166666666
pp_219281	6.528469449	8.157033245666666
pp_214832	11.831757156666667	15.158314666666667
pp_153363	27.575959766666667	21.701511970000002
pp_158835	4.211390374666667	2.7353690860000004
pp_111646	17.530510370000002	25.173826793333333
pp_196257	3.6695401946666664	2.597896672666667
pp_235340	9.617913084	12.446293540000001
pp_117817	11.724497910666667	14.845966223333333
pp_191810	5.077763486666666	3.837596355
pp_73285	5.2629225963333335	3.2575575703333333
pp_78802	165.57817686666667	218.12119576666666
pp_168720	1.1380199353333333	0.787791853
pp_169867	2.564926602	1.744708299
pp_44708	2.8929538166666666	2.225621747
pp_236313	189.4272542	274.0661607
pp_105317	24.294180036666667	18.14580857
pp_68729	6.9552697320000005	4.810084367666667
pp_183013	1.1387980356666665	0.6437205403333334
pp_80935	26.44551844	33.365642359999995
pp_186836	1.121591357	0.803086055
pp_195225	13.191670446666667	16.494030636666665
pp_75316	8.175778332333334	10.874894617666667
pp_152008	72.44152367333334	98.55382471333333
pp_173278	3.5906821853333333	4.530118367333333
pp_236937	50.67526683333333	35.75987265333333
pp_120669	21.619238933333335	30.596265396666666
pp_208772	44.399276003333334	33.06432557666667
pp_56858	2.9996699766666666	3.962794643
pp_128256	0.014376615666666667	0.0
pp_74507	2.724024107	1.6569508436666667
pp_154684	0.5651866006666667	0.80215735
pp_247234	2.144225931333333	1.5903673266666667
pp_119477	1.785843298	2.7708581546666666
pp_61768	26.801019476666667	18.62655793
pp_87268	1.4442618206666666	1.0271218659999999
pp_110726	33.11162684666667	25.45092546
pp_137870	2.03383921	2.673101469666667
pp_96259	8.910523508333334	11.643265362666666
pp_96064	4.801432187	14.584569272333335
pp_138716	196.76233458266665	499.4188798233334
pp_227639	6.7547518496666665	5.198700380666667
pp_246395	1.2716471996666665	0.8036067976666667
pp_215126	0.8031967743333334	1.4080671083333334
pp_188590	0.88308533	0.6328786216666666
pp_180994	0.8996215329999999	0.581094286
pp_121879	3.4043742083333335	4.5339706663333335
pp_85411	72.84200367	107.99114309666668
pp_212374	0.07530048433333333	0.030870997666666667
pp_74711	8.649466801333332	6.188687044666667
pp_141334	4.653845458666667	6.342939403333333
pp_179213	0.18521145633333333	0.319442896
pp_72965	7.277226619666667	5.5500879869999995
pp_75375	7.545850283666667	5.352278382333333
pp_134715	4.443523188333334	3.2871362926666667
pp_85439	0.3956732266666667	0.16024437433333333
pp_79150	1.715214044	1.252692458
pp_219507	1.635291351	1.177414151
pp_119367	0.3793077033333333	0.7380833193333333
pp_207193	2.8104789203333334	2.206814299
pp_144859	1.272644202	2.062133172
pp_66265	1.4433670816666666	1.8867952443333333
pp_98641	3.0197683823333334	2.3164083976666667
pp_146611	259.7604144	194.41267063333333
pp_234794	343.5493974666667	255.5584781
pp_224227	40.47957926666667	50.48679337
pp_208363	3.031483262666667	3.799869595
pp_192284	353.2131737	258.41260156666664
pp_196475	150.70193221333332	202.59962773333334
pp_98183	4.41850715	5.653637585
pp_220733	90.58967392	114.4385772
pp_158013	31.53157564	23.70928488
pp_245924	9.196477824	13.059656000666667
pp_98968	2.182453597	2.7802728
pp_83175	0.20662770133333333	0.12616891433333333
pp_209515	18.2999753	24.58963484
pp_136199	28.649977806666666	22.958341763333333
pp_241580	64.61104699	85.29214777
pp_235096	0.07526796433333334	0.031141247333333334
pp_94070	10.359279746	13.681695776666666
pp_172323	12.57232157	16.768057753333334
pp_118302	2.4613636293333334	3.3741627713333333
pp_249295	26.818732750000002	20.192374426666667
pp_168918	0.014376615666666667	0.0
pp_198266	10.708979156333333	8.443241519666667
pp_86992	364.89584526666664	282.1644842
pp_199526	0.033850506333333336	0.10150165633333333
pp_120089	2.199441741333333	1.568340547
pp_161290	2.7422204426666665	2.131666463
pp_137350	76.37003309666666	52.88267217
pp_96531	1.6797755256666667	2.2178916616666666
pp_147739	3.4926285636666665	4.578138622333333
pp_181058	159.82063588	84.05380927666667
pp_206246	7.541651870666667	10.797600199
pp_76623	0.9440571443333334	0.611033021
pp_96914	4.6710686133333335	3.5120479176666666
pp_236301	7.591708574666667	11.098507822666667
pp_209103	2.957145984333333	4.408647136
pp_144671	1.332195598	1.8097712213333332
pp_152990	2.2645875016666666	1.401721757
pp_148275	1.805028253	2.436800311
pp_61995	14.818868046666667	11.867336624333333
pp_168838	11.501108554666667	9.251190354
pp_58770	1.3882625883333333	1.019905579
pp_98284	274.7016779666667	343.40800326666664
pp_91217	1.9950500333333332	1.3998972570000001
pp_198314	3.769834945	2.8803189263333335
pp_159941	2.305092585333333	1.1033826310000001
pp_235991	86.18240676666667	167.92947518333332
pp_182272	0.8247035493333333	0.49646979533333335
pp_203654	2.8484645966666666	2.230263654
pp_246460	16.994688746666668	21.30673561
pp_158033	157.59513103333333	209.52261156666668
pp_115064	9.955547297999999	7.865503594333333
pp_124844	3.309043277	4.475465234666666
pp_174404	4.93735857	3.6432561263333336
pp_118079	10.816624916	16.117134936666666
pp_117302	10.6897202	13.279347043333333
pp_139888	1.972706214	2.8313112803333333
pp_203708	1.5201844936666666	1.1148647936666667
pp_212862	82.34412915	104.77020722666667
pp_105091	0.14415404299999998	0.07542687266666667
pp_65964	2.6463206546666664	3.4513854303333336
pp_181101	4.424078403666667	2.4514974483333334
pp_93141	18.972680783333335	15.43008414
pp_203970	114.62323163333333	85.87399544
pp_111556	34.87134364	54.27557685
pp_128291	2.5166793763333333	3.234972196666667
pp_91864	182.52630103333334	130.48210736666667
pp_55452	2.773925395	3.673187916333333
pp_79626	19.776649506666665	15.5786792
pp_161336	1.6548597406666665	1.1746521593333334
pp_170914	8.995851291000001	11.37856715
pp_112433	0.25757459433333335	0.15197344833333334
pp_154610	1.962316177	1.5058444223333334
pp_246096	1.1614238123333334	1.6467513066666666
pp_196465	3.2114127556666667	4.620006762666667
pp_217254	2.728770718333333	3.5586454806666667
pp_184765	95.56747263666666	118.40884916666667
pp_108760	21.572199259999998	35.32183067333333
pp_236080	35.423746279666666	107.493604967
pp_71689	2.138698526333333	1.6183282883333334
pp_216910	2.6224648753333333	1.8237827966666667
pp_57872	30.924145680000002	46.04368092666667
pp_154361	4.157832649333333	2.3676842186666667
pp_137936	9.609315033333333	7.388204637333333
pp_209581	2.3746121676666667	1.6829084806666668
pp_219471	4.1829522526666665	2.5402523473333334
pp_74441	7.719022151	11.418824026666666
pp_235015	31.04533822666667	40.32119598
pp_168778	2.357699167	1.6797161913333334
pp_121876	12.525094793333333	16.55140283
pp_227120	3.442630334	5.230954441
pp_234662	0.6637431046666666	0.446847457
pp_111940	1.2005144056666666	0.7936217449999999
pp_108761	75.33328308	118.20730275
pp_189236	1.3762983226666667	1.855597027
pp_197492	1.1121427286666667	0.6615844053333333
pp_196387	112.73037066666666	88.39025672
pp_162882	3.7794656323333333	2.8363275483333332
pp_62032	2.4413394189999997	1.5689582853333333
pp_237875	5.862554482	7.373351757333333
pp_141727	10.247304992333333	12.801871850000001
pp_87397	0.830578583	0.517457156
pp_79580	1.842610933	1.3218860136666666
pp_119702	4.071248019666667	5.3830272379999995
pp_124804	5.009087862666667	6.410413954
pp_123587	57.07227978666667	40.92391038
pp_129910	2.3753506283333334	3.324516651666667
pp_127676	1.8175318903333333	3.003632466
pp_183256	33.58285906333333	44.20330721333333
pp_199124	6.177003195	7.8683428693333335
pp_132559	14.636728193333333	18.43677342
pp_201831	2.641589127	1.9692774936666666
pp_201060	2.3503262846666666	1.7621342386666665
pp_135641	5.0407761393333335	6.307461816333333
pp_222481	0.09386957166666668	0.018181094
pp_100763	2.9035887866666665	4.239454594
pp_219338	1.4804905136666666	0.9712594366666666
pp_156613	2.028799261666667	2.637131907666667
pp_169777	8.653194609	11.128285026666667
pp_67721	45.777235436666665	63.22569352666667
pp_170662	6.415756597333333	5.0880923603333335
pp_145472	1.7770353446666667	2.550357935
pp_214863	145.9972035	181.34771943333334
pp_219414	1.513454271	2.543676577
pp_94357	3.1606029463333334	2.4560654496666667
pp_109812	4.491045973666667	6.209713055333333
pp_240196	9.868381193333333	15.733484659
pp_132034	2.3999483086666666	3.2070841076666667
pp_235216	2.7943829113333334	2.1665525013333333
pp_210565	94.31110459	126.4254569
pp_89154	2.0730049333333334	2.7713329163333333
pp_225371	8.851880267	11.353392124
pp_138579	3.916742188	6.748407929
pp_200223	10.500871502666667	14.295045644666667
pp_109012	36.44717979	46.95524150333333
pp_85513	2.855372819333333	2.120844822
pp_179167	1.7111037063333334	2.4093694003333335
pp_169257	5.559551746333334	8.274497655333333
pp_225355	13.414127593333333	16.95477849
pp_124753	28.12241236	44.14824734333333
pp_92007	96.83295218	127.60413530000001
pp_76330	2.4871434176666667	3.953642001
pp_162916	1.9075468963333333	1.188073561
pp_198381	0.9490294103333333	1.5991147206666667
pp_236940	346.4317749	250.86247006666667
pp_194578	1.605857212	2.1506878823333335
pp_162821	0.5624316156666667	0.34534580033333334
pp_208993	42.28457370666666	33.633417863333335
pp_137369	2.5185613686666666	1.9287104706666667
pp_179713	1.9246332443333332	2.778433601
pp_144405	2.990332942	2.292860844
pp_199107	5.124776032	3.4414023803333333
pp_200204	14.140666086666666	10.128417079
pp_154748	2.165774582	1.383067241
pp_233670	2.310625893	1.8177289429999999
pp_194411	2.685859838333333	1.9165046173333333
pp_105800	1.2788943646666666	1.9708807359999998
pp_59926	0.12795239533333333	0.06529394599999999
pp_96049	4.04031243	6.096257926
pp_247553	9.815513630666667	7.028699442666667
pp_233913	10.385842063666667	7.364950297
pp_213123	1.3470475953333334	1.8519685293333332
pp_100408	3.788367768333333	4.760450547666666
pp_143050	3.923033318	2.975016498
pp_222580	1.634253433	1.2275594146666666
pp_218303	57.62629840333333	72.62345142333334
pp_105357	86.25488041	64.27653576
pp_235800	11.36127465	5.396545348333333
pp_178203	2.7308370826666666	3.538439122
pp_211959	2.471599095	1.873882582
pp_115725	7.562773007333333	6.072231208333333
pp_109625	1.6341380956666667	1.2367240693333332
pp_240121	4.568092365666667	6.957151057666667
pp_86989	0.7312346226666666	0.4632880636666667
pp_195634	1.49408908	3.0227078623333337
pp_153498	1.1411839353333333	2.2726178023333334
pp_100569	1.9781775676666669	2.5328569483333334
pp_238823	53.55637014	40.88249879666667
pp_138728	1.052015356	0.6443715833333333
pp_155058	14.1414143	10.917321535666666
pp_218679	35.05729521	23.674813113333332
pp_194237	14.677259816666666	20.123535773333334
pp_43165	679.9810880333333	504.1449899
pp_211825	0.8749843676666667	0.4838162426666667
pp_147434	7.677725254666667	9.526644108333334
pp_108429	35.58167958	26.60278875
pp_177772	1.4058246349999999	0.9043088456666667
pp_155199	33.27915772	47.84899528333333
pp_234795	359.45323526666664	276.7771161333333
pp_76039	34.91804257	47.280045566666665
pp_130927	1.796798538	2.314820034
pp_123589	62.52495795	44.73889064
pp_145147	1.4118786533333334	1.9582324023333333
pp_108564	2.3168006096666667	1.750536645
pp_136632	1.195109367	0.808275065
pp_232023	6.270304644333333	8.636990309
pp_236005	1.5189022093333333	2.361749695
pp_198194	6.834979864	9.093335413
pp_236935	19.743340253333333	14.184237566666667
pp_202369	11.6535629	14.567632793333333
pp_233473	1.9829201586666667	1.4147810883333334
pp_66314	1.013622739	0.6123479186666667
pp_237845	3.5597247723333334	4.6432880726666665
pp_58189	3.5653654390000002	2.7426398186666665
pp_136696	2.487122213	3.5212458766666668
pp_159811	9.835641824333333	12.361677376666666
pp_94575	4.539286524666666	2.7852669026666668
pp_211053	33.16002949333333	46.45061890666667
pp_184539	1.2023443673333334	0.5686570583333334
pp_238803	0.20157031733333333	0.106048581
pp_137692	4.999280832666667	3.8248057723333333
pp_235097	0.07474801333333334	0.03717293666666666
pp_218819	5.630663361	9.328511916333333
pp_235974	24.241006653333333	18.27004891
pp_228286	8.215171276	6.215487351666667
pp_112409	5.511947296	7.176058197333334
pp_204065	1.1362981906666667	0.642592562
pp_152225	1.040116497	0.6897317746666667
pp_136691	3.482912998	2.646741567
pp_95609	80.44502376333334	112.90826863333334
pp_168423	5.157254458	3.9087896779999998
pp_211702	3.8754339973333334	7.335571362333333
pp_135138	2.012718338	2.631605400333333
pp_188696	125.74468691	81.04046936
pp_148116	155.46458813333334	118.84205249666665
pp_98190	1.2852762503333333	2.251734714
pp_136458	9.008942807	13.199552440666666
pp_237298	273.47218216666664	198.97559236666666
pp_141758	21.597466173333334	27.489876353333333
pp_149956	2.53823072	1.6629967193333333
pp_119103	1.7686299563333332	1.1930712313333334
pp_50401	5.398743585666667	7.097417212666667
pp_79448	0.9856961716666667	1.6091795363333334
pp_201141	5.539185307333334	4.307433122333333
pp_95901	0.9176907983333333	0.6644831296666667
pp_72959	4.943587404666667	3.8337716296666664
pp_243296	14.20871942	17.566809826666667
pp_69847	5.130379134	4.044653584
pp_85361	6.939675355666667	9.076276290666668
pp_246397	4.149544936	3.3037232816666666
pp_214600	2.9445598063333334	5.290127069333333
pp_194680	5.1591276226666665	6.887358352
pp_188695	128.94924814333334	83.41202437333334
pp_215786	7.149075742333333	5.402114189333333
pp_203111	4.620353419	3.5643049926666666
pp_248259	3.3461717543333336	2.609429022
pp_160923	3.6645465489999998	2.868101241
pp_91919	5.5341097653333335	8.500414605
pp_233466	10.910756444	8.597086447
pp_247001	2.3350569143333333	3.161115602666667
pp_163946	2.468316788	1.7279256036666666
pp_235976	25.371351356666665	19.12001495333333
pp_198227	24.891847373333334	15.284072583333334
pp_98732	6.278292177333333	4.744140933333333
pp_137341	19.328514906666665	12.939396173333334
pp_88346	1.0178071563333333	1.7408526223333334
pp_143057	1.147284875	0.7931583133333333
pp_191768	2.558762291	1.9453314019999999
pp_149957	3.239094222	2.102508559
pp_191808	1.1101533886666668	1.885967263
pp_98308	4.448357636333333	5.605405029333333
pp_204241	16.279813175333334	32.01372617166667
pp_214824	7.533552358	9.634785705333334
pp_125322	4.326598747	6.127910733333334
pp_104849	1.5932493006666666	0.789095089
pp_213666	0.7040804276666667	0.43967292033333333
pp_173116	0.16253807533333334	0.07579532133333333
pp_203526	5.092578512666666	4.049189538666667
pp_73664	18.012894273333334	22.42607101666667
pp_117239	18.87362737666667	23.412152083333332
pp_168441	109.1181404	80.99423146666666
pp_169675	39.92091794666667	53.79884996666667
pp_243312	2.067478553	1.2138383573333333
pp_153132	3.888692003666667	4.865782158
pp_209920	13.898371216666666	17.46583977
pp_245902	0.6161687073333333	0.399318665
pp_203614	64.39435472866667	21.705497575000003
pp_235019	2.8845842993333335	3.822650504
pp_166971	1.1298783986666667	1.5403799266666667
pp_202135	20.916290856666667	16.711374726666666
pp_234627	1.0560549510000001	0.7488251969999999
pp_66672	298.03379286666666	374.76683383333335
pp_245502	18.052983933333334	13.775998583333333
pp_245363	101.07670705000001	127.49923013333334
pp_68129	7.094082273666666	13.964339736666668
pp_144681	5.359416705666667	7.117645510666667
pp_128972	1.9965190156666668	1.4364720413333334
pp_234709	88.51441027999999	109.64080377666667
pp_214141	2.280154544666667	2.9321646433333335
pp_200046	50.239749073333336	63.4923891
pp_53035	1.5928594550000001	0.916538013
pp_198212	2.1756835216666666	1.238362162
pp_66002	35.677370896666666	48.000609426666664
pp_179382	1.592338479	2.0928953420000003
pp_168611	19.87951465	15.58512762
pp_246316	4.021991768666666	5.300975466000001
pp_155405	1.7521447083333332	1.1300555673333332
pp_128689	0.932864593	1.9453625243333335
pp_137382	1.5038256326666666	2.3108098803333332
pp_189030	3.284647192	2.2627672903333336
pp_155615	5.615624807	8.88890947
pp_206121	12.618373983333333	10.026836585333333
pp_164298	1.8882449866666666	1.3496096893333334
pp_42564	3.3002242093333334	4.382531625333334
pp_243158	6.374515012333333	4.760320067333334
pp_206522	3.1562980956666666	1.5261927333333334
pp_168646	2.8426837463333334	2.0770819523333333
pp_106613	1.224157971	0.7418336806666667
pp_59522	0.31107936833333333	0.091686471
pp_215765	7.004361224666667	8.754822134333333
pp_170924	13.662626796666666	17.961066503333335
pp_155802	4.042736210666667	3.221308972
pp_81059	36.15469444	46.08933736
pp_85107	2.5754278646666666	3.4292548813333332
pp_246284	1.8076317273333333	2.517857289666667
pp_183963	2.03644974	3.124746982
pp_96252	4.927162794666667	3.7994279866666667
pp_214245	0.047187219333333336	0.01810385533333333
pp_214166	26.78635931666667	33.58186539333333
pp_68318	3.2952391850000002	1.44581517
pp_78690	1.5893682713333335	2.16898509
pp_114014	26.943355623333336	48.967771331
pp_205802	32.22285398666667	24.508423526666665
pp_139822	7.579471205	12.050603968
pp_116008	1.5795515436666667	1.0632491213333333
pp_95601	35.06259913666666	43.54603472666667
pp_165509	2.1251117186666666	1.6620908166666666
pp_227349	13.879320556666666	10.484852027666667
pp_179418	1.7923268283333333	1.3717044086666668
pp_118300	4.647805487333334	2.7881955356666666
pp_87442	3.2017625709999997	2.521217263
pp_247363	2.186128102	1.5526604943333333
pp_121178	0.843786241	2.2858038593333334
pp_129885	7.864879722333333	9.826638325
pp_136487	2.7803559350000002	3.7067239106666667
pp_79038	6.116575836666667	4.897806515
pp_226567	130.06583498	88.01294777
pp_107339	15.979157526666667	19.973470456666668
pp_153757	1.9964368813333333	1.4676555513333334
pp_246294	615.1707398	323.3371272333333
pp_181256	3.376277921666667	4.8155456396666665
pp_186204	9.286553242333333	11.652887536
pp_98314	4.848085581666666	6.527960491333333
pp_247296	3.4652705766666667	4.405016787666667
pp_89905	1.8549460423333333	1.057683217
pp_203554	77.92907976666667	61.24484106333333
pp_237550	0.070195838	0.025534284666666667
pp_108852	1.9279635226666667	3.0082256233333333
pp_213024	31.62807904	48.21167087333333
pp_58170	2.2695041743333335	1.6953643146666666
pp_227381	1.6018705816666667	1.1822108766666666
pp_252622	5.734641244	4.285567756
pp_200939	1.6500621746666666	1.0804318543333333
pp_90116	12.532059593666668	9.599175997
pp_144905	1.8043507473333333	1.394749997
pp_137386	1.8623268636666668	2.780725899
pp_208314	5.780069546666667	7.435360273666666
pp_198169	0.7455736733333334	1.167506678
pp_247333	1.4618580556666667	2.052607184666667
pp_133435	13.574597886666668	17.780910893666665
pp_213014	2.1673488366666667	2.896960352
pp_245753	2.7633889443333333	1.8527236833333334
pp_142024	0.11696534366666667	0.04932234133333333
pp_250257	3.1864168466666665	2.3933847586666666
pp_63379	1.269800079	1.659593505
pp_134792	292.22998843333335	215.8081824
pp_89906	614.7759553666667	462.6271655333333
pp_173669	4.695449705	5.824032288333333
pp_68575	7.027174684333334	9.946348306
pp_177927	10.517626491	14.282144756666668
pp_84926	37.67799721	27.663139506666667
pp_233863	0.8040453013333333	0.5641011763333333
pp_200163	4.244712243333333	2.9377153283333333
pp_123657	0.11826305366666667	0.06885468366666667
pp_132587	2.319775521	2.9865966893333336
pp_205701	271.5877858	203.2631693
pp_218635	3.1604748766666666	2.433952986
pp_141756	29.10505654	37.190845323333335
pp_68731	10.506377810666667	6.904079485666666
pp_134678	0.3252833196666667	0.20371925033333335
pp_152761	11.582050686666665	17.515089356666667
pp_57659	0.349609436	0.6820341413333334
pp_94440	2.171454154666667	2.8545600413333334
pp_224399	0.6580011856666667	0.9724421926666666
pp_141245	1.6775777163333334	2.5070311123333333
pp_206516	15.610139276333333	21.43534962
pp_78732	2.5508044173333335	3.2529547093333333
pp_84990	3.126311588	4.389431205
pp_136998	1.5009637326666667	1.013250581
pp_30021	1.5219475213333333	1.166114371
pp_166119	2.687040870333333	3.8912173646666663
pp_64367	36.32189681	46.525290150000004
pp_86983	0.4893688586666667	0.309520896
pp_227781	2.6533850653333335	3.4106874143333332
pp_153717	4.643745774666667	6.282665121666667
pp_203811	8.12024589	5.792905684666667
pp_238712	4.781245447333333	3.7612294663333334
pp_233459	3.33533352	4.840734000333333
pp_78564	1.564381035	2.6930012273333332
pp_179176	62.406767656666666	79.74419464333333
pp_105234	12.232849439333334	9.337304720666667
pp_152782	1.999767134	1.205326929
pp_104891	14.159514914	18.442402853333334
pp_178457	34.19630526666667	22.05297681
pp_38024	0.8165542996666667	0.5190818706666667
pp_168576	2.7495550769999997	2.144433264
pp_215260	2.6117825776666668	3.609233045
pp_96892	0.608496457	0.3541572256666667
pp_166974	5.009434873	3.6510483556666666
pp_152010	17.98604109	25.192164853333335
pp_94647	3.279889149666667	2.4695368673333333
pp_199929	135.5068838	176.1916599
pp_108983	158.6541457	121.82872473333333
